0	0.247495	0.269279	0.270928	0.298626	0.331771	0.358317	0.378987	0.405368	0.401304	0.323951	0.35775	0.386249	0.346866	0.376259	0.359022	0.594363	0.594926	0.504451	0.525965	0.53176	0.536792	0.512274	0.525254	0.544665	0.608066	0.573027	0.628854	0.620001	0.66659	0.636198	0.604966	0.60092	0.58717	0.677682	0.581595	0.584224	0.593173	0.582823	0.553816	0.522225	0.54335	0.578679	0.569891	0.596553	0.671945	0.715914	0.61277	0.521026	0.523548	0.522007	0.520027	0.47859	0.506232	0.521187	0.516653	0.526276	0.561651	0.566315	0.624316	0.653237	0.642914	
1	0.214452	0.202618	0.234902	0.326567	0.309507	0.339705	0.38834	0.400021	0.426956	0.378304	0.396937	0.389639	0.38298	0.367488	0.375186	0.611022	0.61132	0.586789	0.469124	0.467708	0.461531	0.460938	0.476072	0.554739	0.591523	0.543486	0.565152	0.606915	0.609756	0.561542	0.561124	0.585428	0.555725	0.639087	0.561866	0.609569	0.604089	0.582246	0.532532	0.520513	0.533075	0.58286	0.571721	0.605053	0.693728	0.626366	0.625876	0.556762	0.558363	0.525339	0.525206	0.520534	0.508229	0.522026	0.524647	0.514967	0.565089	0.618169	0.675398	0.682962	0.730204	
2	0.213194	0.208798	0.240651	0.299921	0.303334	0.339144	0.397014	0.422257	0.466755	0.456207	0.411366	0.389079	0.392889	0.396327	0.374136	0.629547	0.578837	0.488572	0.4689	0.470638	0.469326	0.458754	0.46368	0.477636	0.581753	0.562514	0.615983	0.582091	0.571267	0.519698	0.511845	0.525111	0.522726	0.590657	0.575146	0.571767	0.589207	0.605278	0.577781	0.555101	0.598155	0.604092	0.59292	0.601867	0.593428	0.630018	0.62033	0.61219	0.614311	0.522783	0.523366	0.513298	0.512422	0.521629	0.526826	0.539803	0.598021	0.642614	0.708379	0.703386	0.745315	
3	0.219922	0.272704	0.25688	0.245429	0.280704	0.29017	0.328437	0.39898	0.429999	0.432229	0.407603	0.394363	0.422269	0.410799	0.360046	0.621968	0.586547	0.532374	0.445479	0.44837	0.40598	0.406021	0.458567	0.508981	0.598468	0.550267	0.647743	0.588397	0.583585	0.52799	0.532352	0.542424	0.537112	0.56178	0.562109	0.568444	0.592081	0.61607	0.610321	0.597316	0.598437	0.609111	0.608094	0.614994	0.688868	0.62385	0.633636	0.617409	0.619314	0.539784	0.528238	0.514077	0.510725	0.515955	0.525447	0.574879	0.60266	0.659452	0.706985	0.705344	0.721384	
4	0.222519	0.217899	0.24333	0.254138	0.273635	0.270283	0.277893	0.293647	0.365876	0.455597	0.396107	0.370743	0.436135	0.402962	0.380735	0.649162	0.555682	0.485779	0.45521	0.453752	0.422673	0.42158	0.456354	0.484285	0.586373	0.570158	0.616246	0.596559	0.580204	0.54228	0.536051	0.536912	0.528216	0.576259	0.562704	0.611516	0.607906	0.618542	0.583233	0.57648	0.604924	0.609384	0.611475	0.613996	0.735338	0.611056	0.619133	0.608373	0.61109	0.545315	0.53009	0.602434	0.554511	0.569881	0.548484	0.621051	0.635087	0.64229	0.707476	0.701772	0.742843	
5	0.218944	0.226313	0.254962	0.251097	0.266729	0.287119	0.288773	0.293774	0.331007	0.384736	0.375862	0.384578	0.416992	0.422364	0.368854	0.689032	0.616935	0.471563	0.421836	0.415215	0.423605	0.420479	0.466017	0.516243	0.590715	0.566401	0.627874	0.559403	0.561897	0.531251	0.531252	0.553277	0.550482	0.57645	0.595845	0.604969	0.620393	0.636445	0.604333	0.588472	0.599314	0.621446	0.611132	0.604742	0.689574	0.654694	0.649104	0.659114	0.61409	0.587979	0.553152	0.627748	0.597174	0.60466	0.582823	0.576515	0.617376	0.612378	0.687614	0.668019	0.674522	
6	0.20814	0.225843	0.235047	0.242581	0.283554	0.274296	0.283441	0.320389	0.333772	0.357755	0.378927	0.403691	0.40732	0.403383	0.367009	0.57138	0.532868	0.475995	0.42658	0.435929	0.426959	0.426001	0.451304	0.493312	0.616644	0.567328	0.678412	0.581824	0.578753	0.537167	0.541705	0.570291	0.556882	0.586528	0.579732	0.60895	0.625783	0.644468	0.600348	0.607015	0.596134	0.626817	0.601359	0.600844	0.75891	0.628053	0.643355	0.629351	0.621614	0.592146	0.590151	0.61317	0.604838	0.594969	0.641545	0.612349	0.61831	0.642693	0.653346	0.627958	0.655289	
7	0.207625	0.217493	0.237714	0.261246	0.284851	0.286386	0.271429	0.324376	0.328363	0.332131	0.339313	0.361384	0.502259	0.474433	0.356025	0.556537	0.573074	0.464178	0.441028	0.442086	0.434968	0.425492	0.460706	0.457802	0.649836	0.646178	0.619175	0.630196	0.567381	0.555259	0.553438	0.580346	0.5582	0.597318	0.599361	0.639607	0.620183	0.635096	0.58871	0.615305	0.630514	0.629464	0.623341	0.619092	0.695737	0.614188	0.629599	0.622217	0.637583	0.575788	0.58188	0.617036	0.596772	0.591428	0.631809	0.628594	0.63718	0.657064	0.674291	0.647578	0.65321	
8	0.212074	0.213646	0.259452	0.272402	0.282673	0.276855	0.299056	0.292655	0.332607	0.330083	0.319265	0.333454	0.460593	0.453002	0.359084	0.650841	0.535251	0.506893	0.427957	0.429526	0.434504	0.436919	0.449666	0.553255	0.615378	0.635559	0.587597	0.628622	0.553021	0.567703	0.577476	0.566674	0.572111	0.569383	0.619857	0.638207	0.626736	0.667973	0.579648	0.608916	0.592269	0.614716	0.624735	0.626849	0.65009	0.617351	0.612933	0.631693	0.649289	0.598851	0.561009	0.624433	0.609803	0.581965	0.596284	0.639936	0.649241	0.658208	0.653847	0.625292	0.590878	
9	0.196249	0.210393	0.265027	0.266522	0.27844	0.254995	0.292438	0.317834	0.323363	0.338186	0.339117	0.334048	0.370317	0.363246	0.354021	0.532593	0.565248	0.463508	0.445196	0.463612	0.470453	0.469085	0.50612	0.564613	0.645252	0.603503	0.58485	0.595492	0.555867	0.548209	0.575782	0.569581	0.57429	0.573117	0.584124	0.63895	0.605836	0.62582	0.570735	0.615504	0.608976	0.623009	0.60307	0.588711	0.663919	0.605134	0.588974	0.610426	0.604508	0.621272	0.635474	0.62132	0.602273	0.576749	0.604124	0.6369	0.633908	0.613919	0.614458	0.623792	0.629591	
